brand,title,start_time,distance,volumn,gear,tag,price
别克, 凯越HRV 2005款 HRV 1.6LEAT-全程4s店保养个人一手车,2005年,15万公里,1.6升,自动,放心购_高配_会员2年,1.05
大众, 朗行 2017款 230TSI DSG舒适版-首付低 利率低 提车快,2017年,0.5万公里,1.4升,自动,放心购_会员1年,9.24
江铃, 福特新世代全顺 2013款 2.4 手动 柴油6座长轴中顶多功能-外牌好进市区2百多台精品商务车,2014年,5万公里,2.4升,手动,放心购_会员2年_可分期付,12.18
福特, 福睿斯 2015款 1.5L 自动舒适型-首付低 利率低 提车快,2016年,5.1万公里,1.5升,自动,放心购_会员1年,7.49
日产, 轩逸 2016款 1.6XL CVT豪华版-首付低 利率低 提车快,2018年,1.22万公里,1.6升,自动,放心购_会员1年,9.92
荣威, RX5 2018款 20T 两驱自动互联网智惠版-首付低 利率低 提车快,2018年,0.01万公里,1.5升,自动,放心购_会员1年,12.1
雪佛兰, 迈锐宝 2012款 2.0L 自动豪华版-正规私家车 性价比高,2012年,6万公里,2.0升,自动,放心购_会员4年,6
大众, 朗行 2013款 1.6L 自动舒适型-真实车源,2013年,9万公里,1.6升,自动,放心购_会员1年_可分期付,6.5
别克, 凯越 2015款 1.5L 自动经典型-首付低 利率低 提车快,2016年,5.67万公里,1.5升,自动,放心购_会员1年,5.62
现代, 瑞纳 2014款 1.4L 手动时尚型GS-首付低 利率低 提车快,2016年,4.22万公里,1.4升,手动,放心购_低配,4.69
现代, 酷派 2006款 2.7 自动 FX-保证无重大事故无泡水送一年质保,2007年,6.87万公里,2.7升,自动,放心购_高配_会员1年,3.25
日产, 轩逸 2018款 1.6XV CVT尊享版-首付低 利率低 提车快,2018年,2.78万公里,1.6升,自动,放心购_会员1年,10.37
马自达, 6 2008款 2.0L 自动时尚型-首付低 利率低 提车快,2010年,12.3万公里,2.0升,自动,放心购_会员1年,5.2
现代, 酷派 2006款 2.0L AT-保证无重大事故无泡水送一年质保,2008年,6.55万公里,2.0升,自动,放心购_低配_会员1年,3.15
大众, 途观 2015款 1.8TSI 自动四驱豪华型-首付低 利率低 提车快,2014年,13.19万公里,1.8升,自动,放心购_会员1年,15.29
广汽, 传祺GS8 2017款 320T 两驱豪华智联版-首付低 利率低 提车快,2017年,3.78万公里,2.0升,自动,放心购_会员1年,14.58
日产, 轩逸 2012款 经典 1.6XE 手动舒适版-首付低 利率低 提车快,2014年,3.63万公里,1.6升,手动,放心购_低配,5.93
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
本田, 雅阁 2010款 2.4L LX-豪华高配 车况精品好支持按揭,2010年,7万公里,2.4升,自动,放心购_会员3年,7.3
别克, 英朗GT 2015款 15N 自动精英型-首付低 利率低 提车快,2016年,2.69万公里,1.5升,自动,放心购_会员1年,7.95
别克, 君威 2012款 2.0L 舒适版-首付低 利率低 提车快,2012年,6.83万公里,2.0升,自动,放心购_低配,7.51
哈弗, H1 2015款 1.5L 手动豪华型-首付低 利率低 提车快,2015年,5.6万公里,1.5升,手动,放心购_会员1年,4.71
日产, 轩逸 2012款 1.6XL 手动豪华版-首付低 利率低 提车快,2014年,4.72万公里,1.6升,手动,放心购_会员1年,7.3
别克, 凯越 2011款 1.6LEMT-正规精品私家车,2010年,10.2万公里,1.6升,手动,放心购_低配_会员1年,2.6
丰田, 卡罗拉 2014款 1.6L CVT GL-车况精品 手续齐全 看车微聊,2014年,10.2万公里,1.6升,自动,放心购_会员1年,5.08
奥迪, A6L 2008款 2.4L 尊贵型-精品正规一手私家车手手续齐全,2008年,11.2万公里,2.4升,自动,放心购_会员1年,6.2
日产, 奇骏 2014款 2.0L CVT舒适版 2WD-首付低 利率低 提车快,2015年,4.72万公里,2.0升,自动,放心购_会员1年,14.29
别克, 君越 2016款 28T 精英型,2017年,2.3万公里,2.0升,自动,放心购_会员1年,16.08
依维柯," 2009款 手动 2.8T V39 6座 柴油-现车多,有质保,包提档过户",2011年,8.7万公里,2.8升,手动,放心购_低配_会员1年,3.56
哈弗, H6 2018款 H6 换代 蓝标 1.5T 自动超豪型-首付低 利率低 提车快,2018年,2.84万公里,1.5升,自动,放心购_会员1年,11.06
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
大众, CC 2012款 1.8TSI 精英型-极品私家车 一手私家车,2012年,6万公里,1.8升,自动,放心购_会员4年,12.28
别克, GL8 2017款 25S 舒适型-私家一手车,2018年,3万公里,2.5升,自动,放心购_低配_会员4年,18.5
精灵smart, fortwo 2011款 1.0 手自一体 MHD 硬顶激情版-259项检测 全国严选,2012年,6.02万公里,1.0升,自动,放心购_会员1年_可分期付,4.16
福特, 翼虎 2017款 EcoBoost 180 四驱豪翼型-首付低 利率低 提车快,2018年,1.7万公里,1.5升,自动,放心购_会员1年,15.34
宝马, 1系 2018款 118i 时尚型-首付低 利率低 提车快,2018年,1.5万公里,1.5升,自动,放心购_低配,15.11
大众, 途观 2010款 1.8TSI 自动两驱菁英版-国四排放原版车可优惠,2011年,11万公里,1.8升,自动,放心购_会员3年,9.68
大众, 速腾 2012款 1.6L 自动舒适型-首付低 利率低 提车快,2014年,3.55万公里,1.6升,自动,放心购_会员1年,8.94
荣威," e950 2016款 1.4T 豪华版,免税-急售价格可谈",2016年,3万公里,1.4升,自动,放心购_低配_会员2年,13.38
现代, 新胜达 2013款 2.4L 自动两驱舒适型-首付低 利率低 提车快,2015年,6.15万公里,2.4升,自动,放心购_会员1年,12.98
大众, CC 2012款 2.0TSI 尊贵型-包过户上牌可分期无事故,2012年,5.8万公里,2.0升,自动,放心购_会员2年,11
别克, 君威 2006款 2.5L 自动豪华-本公司现场车源有300多车辆车,2006年,14万公里,2.5升,自动,放心购_高配_会员1年,1.05
本田, XRV 2015款 1.8L EXi CVT舒适版-首付低 利率低 提车快,2016年,2.68万公里,1.8升,自动,放心购_会员1年,12.05
大众, 帕萨特领驭 2009款 1.8T 自动尊杰型-上海正规市场放心二手车车况精品,2009年,8万公里,1.8升,自动,放心购_会员2年,4.8
吉利, 帝豪GS 2016款 优雅版 1.8L 手动领尚型-首付低 利率低 提车快,2017年,3.81万公里,1.8升,手动,放心购_会员1年,6.08
别克, GL8 2014款 2.4L 经典版-首付低 利率低 提车快,2015年,5.83万公里,2.4升,自动,放心购_低配,11.86
大众, 帕萨特 2011款 1.8TSI DSG至尊版-正规私家车 性价比高,2012年,6万公里,1.8升,自动,放心购_会员4年,9.66
奔腾, X40 2017款 X40 1.6 手动豪华型-首付低 利率低 提车快,2017年,4.49万公里,1.6升,手动,放心购_会员1年,6.13
现代, 酷派 2006款 2.0L AT-保证无重大事故无泡水送一年质保,2007年,6.78万公里,2.0升,自动,放心购_低配_会员1年,2.88
大众, POLO劲取 2009款 劲取 1.4L 手动雅适版,2010年,9万公里,1.4升,手动,放心购_低配_会员1年,1.99
本田, CRV 2015款 2.4L 两驱豪华版-同行可批 价格面议,2015年,6万公里,2.4升,自动,放心购_会员1年,16.49
本田, 奥德赛 2013款 2.4L 豪华版-首付低 利率低 提车快,2012年,9.34万公里,2.4升,自动,放心购_会员1年,13.13
本田, 飞度 2016款 1.5L LXS CVT舒适天窗版-首付低 利率低 提车快,2016年,3.71万公里,1.5升,自动,放心购_会员1年,8.02
雪佛兰, 科鲁兹 2011款 1.8L SX AT-保证无重大事故无泡水送一年质保,2012年,6.65万公里,1.8升,自动,放心购_会员1年,3.88
别克," GL8 2013款 2.4L LT豪华商务行政版-欢迎点击店铺,查看更多优惠车源",2013年,8万公里,2.4升,自动,放心购_会员1年,13.5
江铃, 经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-欢迎进店查看更多车源 现车多多,2011年,9.2万公里,2.8升,手动,放心购_会员1年,3.58
奥迪, A4L 2011款 2.0 TFSI 标准型-保证无重大事故无泡水送一年质保,2011年,7.18万公里,2.0升,自动,放心购_会员1年,10.66
克莱斯勒, 铂锐 2008款 2.4 手自一体豪华型-真实真实价格非诚勿扰,2008年,12万公里,2.4升,自动,放心购_会员1年,2.95
荣威, W5 2014款 1.8T 2WD 自动胜域特装版-首付低 利率低 提车快,2017年,2.68万公里,1.8升,自动,放心购_会员1年,8.15
铃木, 锋驭 2014款 1.6L CVT两驱精英型-首付低 利率低 提车快,2015年,9.32万公里,1.6升,自动,放心购_会员1年,7.87
吉普, 广汽自由侠 2017款 180T 自动高能版-首付低 利率低 提车快,2018年,1.46万公里,1.4升,自动,放心购_会员1年,10.31
福特, 嘉年华两厢 2013款 两厢 1.5L 自动运动型-首付低 利率低 提车快,2013年,5.35万公里,1.5升,自动,放心购_会员1年,5.69
雪铁龙, C3XR 2015款 1.6L 自动时尚型-首付低 利率低 提车快,2015年,6.78万公里,1.6升,自动,放心购_会员1年,6.61
斯柯达, 明锐 2010款 1.4TSI DSG逸尊版-精品正规车况手续齐全正规买卖,2010年,10.5万公里,1.4升,自动,放心购_会员1年,4.56
精灵smart, forfour 2016款 1.0L 灵动版-首付低 利率低 提车快,2017年,2.42万公里,1.0升,自动,放心购_低配,9.86
奥迪, A6L 2005款 2.4L 舒适型,2007年,12万公里,2.4升,自动,放心购_会员1年_可分期付,5.69
福特, 福克斯两厢 2009款 两厢 1.8L 自动时尚型,2009年,8万公里,1.8升,自动,放心购_会员3年,2.3
福特, 福克斯三厢 2005款 三厢 2.0L 自动豪华型-车况精品.价格便宜.,2005年,13万公里,2.0升,自动,放心购_高配_会员1年,1.38
雷诺, 风朗 2014款 2.0L 自动 时尚版-首付低 利率低 提车快,2016年,2.28万公里,2.0升,自动,放心购_会员1年,9.26
大众, POLO 2004款 两厢 1.4L 手动基本型,2004年,12万公里,1.4升,手动,放心购_会员3年,0.7
江铃," 经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-现车多,有质保,包提档过户",2012年,8.6万公里,2.8升,手动,放心购_会员1年_可分期付,4.3
马自达, CX5 2013款 2.0L 自动四驱精英型-首付低 利率低 提车快,2014年,6.8万公里,2.0升,自动,放心购_会员1年,12.8
荣威, 750 2007款 2.5L 典雅版AT-看中微聊同行勿扰,2007年,12万公里,2.5升,自动,放心购_低配_会员1年,1.4
斯柯达, 野帝 2017款 TSI280 DSG前行版-首付低 利率低 提车快,2017年,1.48万公里,1.4升,自动,放心购_会员1年,9.8
宝马, 5系 2006款 523i 豪华型-上海老板一手车全程4s店保养,2006年,14万公里,2.5升,自动,放心购_会员1年,4.08
别克, 君威 2004款 2.0L 豪华型-单身美女一手车,2004年,15万公里,2.0升,手动,放心购_会员2年,1.41
大通, MAXUS V80 2012款 2.5T 手动 长轴中顶运杰版-个人一手车,2013年,8万公里,2.5升,手动,放心购_会员2年_可分期付,8.7
别克, GL8 2013款 3.0L GT豪华商务豪雅版-本地一手车 非营运,2013年,6.7万公里,3.0升,自动,放心购_会员4年,14.8
大众, 桑塔纳 2016款 1.6L 手动风尚版-首付低 利率低 提车快,2017年,3.57万公里,1.6升,手动,放心购_会员1年,6.53
丰田, 威驰 2014款 1.5L 自动智享版-首付低 利率低 提车快,2015年,3.51万公里,1.5升,自动,放心购_会员1年,5.9
标致, 308 2013款 1.6L 自动风尚型-首付低 利率低 提车快,2013年,6.73万公里,1.6升,自动,放心购_会员1年,4.55
大众, 凌渡 2017款 280TSI DSG舒适版-首付低 利率低 提车快,2018年,2.54万公里,1.4升,自动,放心购_会员1年,12.62
大通, MAXUS V80 2015款 2.5 手动 长轴中顶商旅版柴油-16国五加长大通六速可过户分期,2016年,6.2万公里,2.5升,手动,放心购_会员1年_可分期付,11.8
别克, 昂科拉 2013款 1.4T 自动两驱领先型-首付低 利率低 提车快,2014年,6.73万公里,1.4升,自动,放心购_会员1年,8.25
丰田, 威驰 2014款 1.5L 自动智臻版-首付低 利率低 提车快,2016年,3.46万公里,1.5升,自动,放心购_会员1年,7.03
别克, 君威 2012款 2.0T 豪华运动版-价格可谈可以分期车况好,2012年,5.5万公里,2.0升,自动,放心购_会员1年,6.2
宝马, 5系 2006款 523i 典雅型-店内300台二手车手续齐全正规,2006年,13万公里,2.5升,自动,放心购_低配_会员2年,4.68
本田, 思域 2013款 十周年纪念 1.8L 自动豪华版-首付低 利率低 提车快,2014年,3.97万公里,1.8升,自动,放心购_会员1年,8.92
标致, 308 2012款 1.6L 自动优尚型-首付低 利率低 提车快,2012年,11.21万公里,1.6升,自动,放心购_会员1年,3.92
现代, 途胜 2015款 1.6T 双离合两驱智能型-首付低 利率低 提车快,2016年,5.83万公里,1.6升,自动,放心购_会员1年,11.57
现代, ix25 2015款 2.0L 自动四驱尊贵型DLX-首付低 利率低 提车快,2014年,3.45万公里,2.0升,自动,放心购_高配,8.82
别克, 君越 2007款 2.4 标准型-精品车况手续齐全正规,2007年,12.6万公里,2.4升,自动,放心购_低配_会员1年,1.9
大众, 新宝来 2016款 1.6L 自动舒适型-首付低 利率低 提车快,2017年,7.04万公里,1.6升,自动,放心购_会员1年,9.06
北汽绅宝, 绅宝X65 2015款 2.0T 手动 精英型-首付低 利率低 提车快,2015年,7.48万公里,2.0升,手动,放心购_会员1年,5.79
宝马, 5系 2005款 530i-正规公司 买车微聊,2005年,15万公里,3.0升,自动,放心购_高配_会员1年,4.8
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
奔驰, C级 2013款 C 260 时尚型 Grand Edition-首付低 利率低 提车快,2013年,12.46万公里,1.8升,自动,放心购_会员1年,15.74
福特, 蒙迪欧致胜 2011款 2.3L 豪华型-国四排放可外迁,2012年,8万公里,2.3升,自动,放心购_会员2年,5.3
丰田, RAV4 2015款 2.0L CVT两驱风尚版-首付低 利率低 提车快,2016年,3.2万公里,2.0升,自动,放心购_会员1年,15.99
宝马, 5系 2013款 525Li 豪华型,2013年,11万公里,2.0升,自动,放心购_会员1年,22.7
吉利, 帝豪GL 2017款 1.3T 自动精英型-首付低 利率低 提车快,2017年,1.11万公里,1.3升,自动,放心购_会员1年,7.74
本田, 奥德赛 2011款 劲秀 2.4L 舒适版-首付低 利率低 提车快,2012年,12.16万公里,2.4升,自动,放心购_低配,13.13
本田, 锋范经典 2008款 1.5L 自动精英版-首付低 利率低 提车快,2011年,9.3万公里,1.5升,自动,放心购_会员1年,5.0
大众, POLO 2016款 1.6L 自动舒适型-首付低 利率低 提车快,2018年,1.53万公里,1.6升,自动,放心购_会员1年,8.77
大众, 捷达 2015款 质惠版 1.6L 手动时尚型-首付低 利率低 提车快,2016年,4.68万公里,1.6升,手动,放心购_会员1年,5.88
雪佛兰, 景程 2009款 2.0 自动智能版-网上低价有陷阱请谨慎购买,2009年,9万公里,2.0升,自动,放心购_高配_会员2年,2.28
奔驰, 斯宾特(进口) 2009款 3.5 自动 增配版-家用大空间自驾游最佳用车,2013年,0.3万公里,3.5升,自动,放心购_高配_会员5年,83.8
依维柯, 得意 2009款 2.8T 手动 V35基本型-上海最大二手全顺依维柯,2009年,9.8万公里,2.8升,手动,放心购_低配_会员1年,2.2
福特, 翼虎 2013款 1.6L GTDi 四驱精英型-首付低 利率低 提车快,2014年,7.64万公里,1.6升,自动,放心购_会员1年,12.06
大众, 帕萨特 2011款 2.0TSI DSG至尊版-不要来电 看中微聊,2011年,5万公里,2.0升,自动,放心购_会员1年,7.8
荣威, 750 2008款 750S 1.8T 迅雅版AT,2008年,9万公里,1.8升,自动,放心购_会员3年,2.2
江淮, 瑞风 2008款 穿梭 2.0 手动 简配前后空调型,2008年,7万公里,2.0升,手动,放心购_会员1年,1.5
别克, GL8 2005款 2.5L LT 豪华型-电动门陆尊农行一手车,2006年,14万公里,2.5升,自动,放心购_会员1年,3.58
别克, GL8 2012款 2.4L BASE舒适版-首付低 利率低 提车快,2012年,8.13万公里,2.4升,自动,放心购_高配,8.28
斯柯达, 明锐 2010款 1.4TSI DSG逸尊版-精品正规车况手续齐全正规买卖,2010年,10.5万公里,1.4升,自动,放心购_会员1年,4.56
大众, POLO 2004款 两厢 1.4L 手动舒适型-美女一手车,2004年,8.9万公里,1.4升,手动,放心购_低配_会员1年,0.88
雪佛兰, 迈锐宝 2012款 2.4L 自动豪华版-首付低 利率低 提车快,2012年,7.92万公里,2.4升,自动,放心购_会员1年,7.06
别克," GL8 2014款 2.4L LT豪华商务行政版-华锋批车,非营运批发gl8商务",2015年,5万公里,2.4升,自动,放心购_会员1年,16.5
别克, GL8 2004款 3.0L CT2 舒适版-上海市机关一手陆尊,2006年,11万公里,3.0升,自动,放心购_会员1年,1.58
奥迪, A4L 2009款 2.0 TFSI 标准型,2008年,15万公里,2.0升,自动,放心购_低配_会员1年,5.08
现代, 途胜 2013款 2.0L 自动两驱舒适型-首付低 利率低 提车快,2013年,11.6万公里,2.0升,自动,放心购_会员1年_好评率85.0%,6.73
大众, POLO 2014款 1.6L 手动舒适版-首付低 利率低 提车快,2015年,5.35万公里,1.6升,手动,放心购_会员1年,5.73
现代, 名图 2017款 1.6T 自动智能型GLS-首付低 利率低 提车快,2017年,2.99万公里,1.6升,自动,放心购_会员1年,11.07
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
丰田, 凯美瑞 2015款 2.0E 精英版-首付低 利率低 提车快,2015年,6.0万公里,2.0升,自动,放心购_低配,13.8
起亚, K2三厢 2017款 K2 三厢 1.4L AT 15周年特别版GLS-首付低 利率低 提车快,2017年,1.88万公里,1.4升,自动,放心购_会员1年,7.65
依维柯, 2014款 3.0TA42L 17座F1C-精品车况国 四排放,2014年,5.8万公里,3.0升,手动,放心购_会员1年,12.68
大众, 帕萨特 2011款 2.0TSI DSG至尊版-上海精品私家车,2012年,6.5万公里,2.0升,自动,放心购_会员1年,9.85
大众, POLO 2004款 两厢 1.4L 自动基本型,2004年,12万公里,1.4升,自动,放心购_会员3年,0.9
日产, 骊威 2013款 劲锐 1.6XV CVT豪华版-首付低 利率低 提车快,2013年,6.62万公里,1.6升,自动,放心购_高配,6.19
别克, 凯越 2005款 1.8 自动豪华型,2005年,11万公里,1.8升,自动,放心购_会员3年,1
日产, 天籁 2006款 230JKS舒适天窗-精品私家车,2006年,8.5万公里,2.3升,自动,放心购_会员1年_可分期付,2.38
WEY, VV5 2017款 VV5 旗舰型-首付低 利率低 提车快,2017年,3.61万公里,2.0升,自动,放心购_会员1年,12.55
丰田, YARiS L 致享 2017款 1.5GS CVT锐动版-首付低 利率低 提车快,2017年,1.61万公里,1.5升,自动,放心购_高配,8.04
雪佛兰, 景程 2009款 2.0 自动智能版-上海人一手车,2009年,11万公里,2.0升,自动,放心购_高配_会员1年,2.18
本田, 思铂睿 2013款 2.4L 尊贵版-首付低 利率低 提车快,2012年,7.25万公里,2.4升,自动,放心购_会员1年,9.68
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
三菱, ASX劲炫 2013款 1.6L 手动两驱标准版-首付低 利率低 提车快,2016年,5.02万公里,1.6升,手动,放心购_低配,7.04
东风风神, 风神AX7 2015款 2.0 自动 智逸型-首付低 利率低 提车快,2015年,3.1万公里,2.0升,自动,放心购_会员1年,7.28
别克, 凯越 2004款 LE 1.6 自动 天窗豪华版-私家精品一手车,2004年,8.5万公里,1.6升,自动,放心购_会员1年,0.88
雪铁龙, 爱丽舍 2015款 质尚版 1.6L 自动时尚型-首付低 利率低 提车快,2015年,5.58万公里,1.6升,自动,放心购_会员1年,5.3
广汽, 传祺GS4 2015款 1.3T 自动 200T豪华版-首付低 利率低 提车快,2016年,3.68万公里,1.3升,自动,放心购_会员1年,9.41
吉利, 博越 2016款 2.0L 手动智联型-首付低 利率低 提车快,2017年,1.95万公里,2.0升,手动,放心购_会员1年,7.6
大众, 朗逸 2015款 1.6L 自动风尚版-首付低 利率低 提车快,2016年,7.81万公里,1.6升,自动,放心购_会员1年,8.14
丰田, 花冠 2009款 1.6L 手动特惠版,2009年,10万公里,1.6升,手动,放心购_低配_会员1年,2.7
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
大众, POLO劲情 2009款 劲情 1.4L 自动舒尚版,2009年,8万公里,1.4升,自动,放心购_会员3年,2.4
特斯拉, MODEL S 2014款 MODEL S 85,2014年,3.6万公里,纯电动,自动,放心购_会员1年,36.79
雪佛兰, 科鲁兹 2018款 320 自动先锋天窗版-首付低 利率低 提车快,2017年,1.8万公里,1.5升,自动,放心购_会员1年,8.33
现代, 悦动 2017款 1.6L 自动悦心版DLX-首付低 利率低 提车快,2017年,2.05万公里,1.6升,自动,放心购_高配,7.43
起亚, K3 2013款 1.6L 自动GL,2012年,6.8万公里,1.6升,自动,会员2年,3.08
比亚迪, S7 2015款 2.0T 自动 尊贵型七座前驱TID-首付低 利率低 提车快,2015年,4.58万公里,2.0升,自动,放心购_会员1年,6.28
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
别克, 君越 2012款 2.4L SIDI豪雅版-极品车况 专业批发,2012年,8万公里,2.4升,自动,放心购_会员6年,6.88
别克, 英朗GT 2012款 GT 1.6L 自动时尚版-上海精品私家车,2012年,5.7万公里,1.6升,自动,放心购_会员1年,4.3
大众, Tiguan 2012款 2.0TDI 舒适版-首付低 利率低 提车快,2012年,8.61万公里,2.0升,自动,放心购_低配,12.04
大众," POLO 2011款 1.4L 自动致尚版-车况精品,价格便宜",2010年,9万公里,1.4升,自动,放心购_会员1年_可分期付,3.1
福特, 蒙迪欧 2013款 2.0L GTDi240豪华运动型-保证无重大事故无泡水送一年质保,2014年,4.8万公里,2.0升,自动,放心购_会员1年,9.35
别克, GL8 2013款 3.0L XT豪华商务旗舰版-自动门 最高配,2013年,7万公里,3.0升,自动,放心购_高配_会员4年,15.2
现代, 领动 2016款 1.6L 自动智炫·精英型-首付低 利率低 提车快,2018年,1.71万公里,1.6升,自动,放心购_会员1年,9.24
别克, 君越 2008款 2.4 精英爵士版-精品车况 品质一流 服务动力足,2008年,10万公里,2.4升,自动,放心购_会员1年_可分期付,3.2
别克, 林荫大道 2008款 2.8 手自一体 精英版-私家一手车全程4s店保养,2008年,10万公里,2.8升,自动,放心购_会员2年_可分期付,3.88
大众, 高尔夫 2011款 1.6 自动舒适型-首付低 利率低 提车快,2011年,10.49万公里,1.6升,自动,放心购_会员1年,5.9
现代, 名图 2017款 1.8L 自动智能型GLS-首付低 利率低 提车快,2017年,4.66万公里,1.8升,自动,放心购_会员1年,11.7
比亚迪, S6 2014款 1.5TI 手动豪华型 5座-首付低 利率低 提车快,2015年,7.35万公里,1.5升,手动,放心购_会员1年,4.8
荣威," eRX5 2017款 eRX5 1.5TGI 尊荣旗舰版,免税-本人车主 精品车况",2017年,3万公里,1.5升,自动,放心购_会员1年,13.7
江铃, 经典全顺 2013款 柴油 短轴 厢式运输车 中顶 3座 国3-大牌可过户全天上高架,2013年,6万公里,2.8升,手动,放心购_会员1年_可分期付,6.18
别克, 君越 2008款 2.4 豪华导航爵士版,2008年,13万公里,2.4升,自动,放心购_会员1年,3.25
雪佛兰, 科鲁兹 2011款 1.6 手动 SL天地版,2011年,7万公里,1.6升,手动,会员4年_营转非,2.8
别克, GL8 2013款 2.4L 经典版,2013年,8万公里,2.4升,自动,放心购_低配,8.18
比亚迪, 唐 2015款 2.0T 四驱旗舰型-本人车主 进入本店铺 更多车源,2016年,4万公里,2.0升,自动,放心购_会员4年,11.18
大众, 帕萨特领驭 2009款 1.8T 自动尊品型-精品正规一手私家车手续正规齐全,2009年,11.2万公里,1.8升,自动,放心购_会员1年,5
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
别克, 君威 2014款 2.0L 领先时尚型-首付低 利率低 提车快,2014年,5.92万公里,2.0升,自动,放心购_低配,8.75
大众, 途观 2016款 300TSI 自动两驱风尚版-首付低 利率低 提车快,2016年,5.53万公里,1.8升,自动,放心购_会员1年,13.92
别克, GL8 2005款 2.5L CT1 舒适型-全程4s店保养个人一手车,2005年,14万公里,2.5升,自动,放心购_低配_会员2年,1.88
马自达, 6 2012款 2.0L 自动时尚型-保证无重大事故无泡水送一年质保,2012年,5.55万公里,2.0升,自动,放心购_会员1年,5.65
奥迪, A6L 2012款 30 FSI 豪华型-最高配 本地一手车,2013年,7万公里,2.5升,自动,放心购_会员4年,21.5
大众, 途安 2013款 1.4T 手动风尚版5座-首付低 利率低 提车快,2015年,6.88万公里,1.4升,手动,放心购_低配,7.15
菲亚特, 菲翔 2012款 1.4T 手动畅享版-首付低 利率低 提车快,2014年,9.8万公里,1.4升,手动,放心购_会员1年,4.92
别克, GL8 2012款 2.4L BASE舒适版-首付低 利率低 提车快,2013年,9.86万公里,2.4升,自动,放心购_高配,9.9
日产, 逍客 2017款 2.0L CVT豪华版-首付低 利率低 提车快,2018年,0.79万公里,2.0升,自动,放心购_会员1年,14.01
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
丰田, RAV4 2013款 2.5L 自动四驱豪华版-首付低 利率低 提车快,2013年,6.81万公里,2.5升,自动,放心购_会员1年,14.75
福特, 蒙迪欧 2013款 2.0L GTDi240豪华运动型-首付低 利率低 提车快,2014年,6.67万公里,2.0升,自动,放心购_会员1年,12.04
丰田, 威驰 2017款 1.5L CVT智行版-首付低 利率低 提车快,2018年,1.37万公里,1.5升,自动,放心购_会员1年_好评率85.0%,8.41
大众," 帕萨特 2011款 2.0TSI DSG至尊版-本地一手车,车况精品",2011年,8万公里,2.0升,自动,放心购_会员1年_可分期付,8.2
奥迪, A4L 2013款 30 TFSI 自动舒适型-首付低 利率低 提车快,2013年,8.34万公里,1.8升,自动,放心购_会员1年,15.58
起亚, K4 2015款 1.8L 自动DLX Special-首付低 利率低 提车快,2015年,7.72万公里,1.8升,自动,放心购_高配,9.24
斯柯达, 晶锐 2017款 1.4L 自动车享版-首付低 利率低 提车快,2017年,1.43万公里,1.4升,自动,放心购_会员1年,6.4
福特, 福克斯两厢 2015款 两厢 1.6L 自动风尚型-首付低 利率低 提车快,2016年,3.81万公里,1.6升,自动,放心购_会员1年,7.95
大众, 新宝来 2012款 1.4T 手动舒适型-首付低 利率低 提车快,2012年,6.6万公里,1.4升,手动,放心购_会员1年,4.6
宝马," 5系 2009款 520Li 领先型-车况精品,价格便宜",2009年,10万公里,2.0升,自动,放心购_低配_会员1年,8.8
日产, 骐达 2011款 1.6L CVT舒适型-首付低 利率低 提车快,2011年,7.45万公里,1.6升,自动,放心购_会员1年,5.7
荣威, ei6 2017款 45T 混动互联智享版-【上海社保近期满一年可以买车】,2018年,0.4万公里,1.0升,自动,放心购_低配_会员1年,13.25
别克, 君威 2012款 2.0T 豪华运动版-价格可谈可以分期车况好,2012年,5.5万公里,2.0升,自动,放心购_会员1年,6.2
现代, 名图 2014款 1.8L 自动尊贵型DLX-首付低 利率低 提车快,2016年,6.13万公里,1.8升,自动,放心购_会员1年,10.47
MINI, CLUBMAN 2007款 1.6L COOPER Excitement-首付低 利率低 提车快,2010年,9.64万公里,1.6升,自动,放心购_会员1年,9.27
奔驰, E级(进口) 2010款 E 200 CGI 优雅型-首付低 利率低 提车快,2010年,10.22万公里,1.8升,自动,放心购_低配,13.96
福田, 蒙派克 2011款 M财富快车 2.4 手动 6座标准型长轴-单身美女一手车,2011年,12万公里,2.4升,手动,放心购_低配_会员2年,2.56
